"Raw data packages from the headband:                  ""[ ]"" , i.e. 1 row, is 1 data package"
"[BrainBitSignalData(PackNum=0, Marker=0, O1=0.4, O2=-0.40000038147009037, T3=0.03477939107836826, T4=-0.4), BrainBitSignalData(PackNum=0, Marker=0, O1=0.4, O2=-0.40000038147009037, T3=0.04727902152921823, T4=-0.4)]"
"[BrainBitSignalData(PackNum=509, Marker=0, O1=0.4, O2=0.2533976110435591, T3=0.1048897789857664, T4=0.3338630045537992), BrainBitSignalData(PackNum=509, Marker=0, O1=0.4, O2=0.2503653052952817, T3=0.10446024366402022, T4=0.33040574112485993)]"
"[BrainBitSignalData(PackNum=510, Marker=0, O1=0.4, O2=0.25122704622940656, T3=0.10463495696540544, T4=0.33129456643540045), BrainBitSignalData(PackNum=510, Marker=0, O1=0.4, O2=0.25232682449991656, T3=0.10478067853992323, T4=0.3325663877166631)]"
"[BrainBitSignalData(PackNum=511, Marker=0, O1=0.4, O2=0.25290589609708414, T3=0.10480051498462199, T4=0.3333609899148845), BrainBitSignalData(PackNum=511, Marker=0, O1=0.4, O2=0.25021309872922776, T3=0.10448885392079728, T4=0.3302371313449205)]"
"[BrainBitSignalData(PackNum=512, Marker=0, O1=0.4, O2=0.2513845933767256, T3=0.10469294041914026, T4=0.33148492001049046), BrainBitSignalData(PackNum=512, Marker=0, O1=0.4, O2=0.2529490022172949, T3=0.10489511956703144, T4=0.333280118255728)]"
"[BrainBitSignalData(PackNum=513, Marker=0, O1=0.4, O2=0.25199380111103165, T3=0.10469904394058603, T4=0.3322982142431395), BrainBitSignalData(PackNum=513, Marker=0, O1=0.4, O2=0.25048317955320315, T3=0.1045750661612188, T4=0.33049424218582363)]"
"[BrainBitSignalData(PackNum=514, Marker=0, O1=0.4, O2=0.25159440192642396, T3=0.10473795388980284, T4=0.33172181293660447), BrainBitSignalData(PackNum=514, Marker=0, O1=0.4, O2=0.2535551581908781, T3=0.10499048708962164, T4=0.3340136852394917)]"
"[BrainBitSignalData(PackNum=515, Marker=0, O1=0.4, O2=0.2510687361419069, T3=0.10459680995636936, T4=0.331236964451756), BrainBitSignalData(PackNum=515, Marker=0, O1=0.4, O2=0.2510115156283528, T3=0.10467234103426079, T4=0.3310977278687743)]"
"[BrainBitSignalData(PackNum=516, Marker=0, O1=0.4, O2=0.2519819755382305, T3=0.10480852585651956, T4=0.3321910211477481), BrainBitSignalData(PackNum=516, Marker=0, O1=0.4, O2=0.25350137090813724, T3=0.10497904298691081, T4=0.333971723529552)]"
"[BrainBitSignalData(PackNum=517, Marker=0, O1=0.4, O2=0.250554895930191, T3=0.10457582910139952, T4=0.3306071573325704), BrainBitSignalData(PackNum=517, Marker=0, O1=0.4, O2=0.25134225019669554, T3=0.10474482035142932, T4=0.3314936938225687)]"
"[BrainBitSignalData(PackNum=518, Marker=0, O1=0.4, O2=0.25221619817371194, T3=0.10486498342989295, T4=0.3324981045704885), BrainBitSignalData(PackNum=518, Marker=0, O1=0.4, O2=0.25232415420928406, T3=0.10484018787401951, T4=0.33261636029850034)]"
"[BrainBitSignalData(PackNum=519, Marker=0, O1=0.4, O2=0.2511267195956417, T3=0.10470285864148965, T4=0.33114007104880433), BrainBitSignalData(PackNum=519, Marker=0, O1=0.4, O2=0.2517553823045562, T3=0.10480089645471236, T4=0.3318274801516344)]"
"[BrainBitSignalData(PackNum=520, Marker=0, O1=0.4, O2=0.2531416446129271, T3=0.10500383854278426, T4=0.3333930334024748), BrainBitSignalData(PackNum=520, Marker=0, O1=0.4, O2=0.252100994206423, T3=0.10479212264263406, T4=0.33218377321603126)]"
"[BrainBitSignalData(PackNum=521, Marker=0, O1=0.4, O2=0.2508413799680519, T3=0.10469370335932099, T4=0.3305846505972391), BrainBitSignalData(PackNum=521, Marker=0, O1=0.4, O2=0.2517813222707007, T3=0.10483446582266409, T4=0.33163788951672507)]"
"[BrainBitSignalData(PackNum=522, Marker=0, O1=0.4, O2=0.2536020790119925, T3=0.10507326609922991, T4=0.33374703764632957), BrainBitSignalData(PackNum=522, Marker=0, O1=0.4, O2=0.25107026202226834, T3=0.10468950718832702, T4=0.3308135326514556)]"
"[BrainBitSignalData(PackNum=523, Marker=0, O1=0.4, O2=0.25119958038290063, T3=0.1047829673604654, T4=0.33079331473666646), BrainBitSignalData(PackNum=523, Marker=0, O1=0.4, O2=0.2520838280523568, T3=0.10489893426793506, T4=0.33178628138187544)]"
"[BrainBitSignalData(PackNum=524, Marker=0, O1=0.4, O2=0.25345406861693254, T3=0.10505609994516368, T4=0.33345177979639035), BrainBitSignalData(PackNum=524, Marker=0, O1=0.4, O2=0.25052971890422715, T3=0.10465212311947167, T4=0.3300479221801016)]"
"[BrainBitSignalData(PackNum=525, Marker=0, O1=0.4, O2=0.2514959826431109, T3=0.10482912524139905, T4=0.33108437641561167), BrainBitSignalData(PackNum=525, Marker=0, O1=0.4, O2=0.25263467086283764, T3=0.10498438356817585, T4=0.33245194668955486)]"
"[BrainBitSignalData(PackNum=526, Marker=0, O1=0.4, O2=0.25281358033521684, T3=0.10495081420022412, T4=0.3328120544548554), BrainBitSignalData(PackNum=526, Marker=0, O1=0.4, O2=0.25052132656223924, T3=0.10469103306868846, T4=0.33010247240302315)]"
"[BrainBitSignalData(PackNum=527, Marker=0, O1=0.4, O2=0.25169243973964667, T3=0.10487490165224234, T4=0.3314242662661231), BrainBitSignalData(PackNum=527, Marker=0, O1=0.4, O2=0.25322175333190283, T3=0.10507135874877811, T4=0.3332782109052762)]"
"[BrainBitSignalData(PackNum=528, Marker=0, O1=0.4, O2=0.25178933314259827, T3=0.10481386643778462, T4=0.33180611782657415), BrainBitSignalData(PackNum=528, Marker=0, O1=0.4, O2=0.250773859762058, T3=0.1047509238728751, T4=0.3305625253319982)]"
"[BrainBitSignalData(PackNum=529, Marker=0, O1=0.4, O2=0.25185685334859215, T3=0.1048966454473929, T4=0.33180421047612235), BrainBitSignalData(PackNum=529, Marker=0, O1=0.4, O2=0.25365281453401045, T3=0.10511255751853707, T4=0.33396066089693155)]"
"[BrainBitSignalData(PackNum=530, Marker=0, O1=0.4, O2=0.2509073742936843, T3=0.10469294041914026, T4=0.33092225162720834), BrainBitSignalData(PackNum=530, Marker=0, O1=0.4, O2=0.25120988007534034, T3=0.10480661850606776, T4=0.331219035357509)]"
"[BrainBitSignalData(PackNum=531, Marker=0, O1=0.4, O2=0.25223832343895286, T3=0.10494204038814582, T4=0.3324050258684405), BrainBitSignalData(PackNum=531, Marker=0, O1=0.4, O2=0.2535299811649143, T3=0.10507364756932028, T4=0.3340049114274134)]"
"[BrainBitSignalData(PackNum=532, Marker=0, O1=0.4, O2=0.25048813866437786, T3=0.10466852633335717, T4=0.330541163006938), BrainBitSignalData(PackNum=532, Marker=0, O1=0.4, O2=0.2515184893784422, T3=0.10486002431871827, T4=0.33169091385928523)]"
"[BrainBitSignalData(PackNum=533, Marker=0, O1=0.4, O2=0.25251832248527767, T3=0.10498438356817585, T4=0.3328440979424457), BrainBitSignalData(PackNum=533, Marker=0, O1=0.4, O2=0.25234742388479603, T3=0.10492830746489283, T4=0.33272431633407246)]"
"[BrainBitSignalData(PackNum=534, Marker=0, O1=0.4, O2=0.2512354385713945, T3=0.10482225877977255, T4=0.3314784350189543), BrainBitSignalData(PackNum=534, Marker=0, O1=0.4, O2=0.25178742579214647, T3=0.10490808955010371, T4=0.3321311303435615)]"
"[BrainBitSignalData(PackNum=535, Marker=0, O1=0.4, O2=0.2533983739837398, T3=0.1051354457239587, T4=0.3339591350165701), BrainBitSignalData(PackNum=535, Marker=0, O1=0.4, O2=0.2519087332808812, T3=0.10486956107097728, T4=0.3323100398159407)]"
"[BrainBitSignalData(PackNum=536, Marker=0, O1=0.4, O2=0.25096459480723843, T3=0.10482416613022436, T4=0.33115075221133444), BrainBitSignalData(PackNum=536, Marker=0, O1=0.4, O2=0.2518980521183511, T3=0.10496645447392891, T4=0.3322280237465131)]"
"[BrainBitSignalData(PackNum=537, Marker=0, O1=0.4, O2=0.2538328684166607, T3=0.10520372887013328, T4=0.33448594521135827), BrainBitSignalData(PackNum=537, Marker=0, O1=0.4, O2=0.25106644732136474, T3=0.10477457501847746, T4=0.33135064253868346)]"
"[BrainBitSignalData(PackNum=538, Marker=0, O1=0.4, O2=0.25141472951386407, T3=0.1048916863362182, T4=0.33167679946594186), BrainBitSignalData(PackNum=538, Marker=0, O1=0.4, O2=0.2523314021410009, T3=0.10502329351739266, T4=0.3327437713086808)]"
"[BrainBitSignalData(PackNum=539, Marker=0, O1=0.4, O2=0.25357499463557687, T3=0.10514460100612737, T4=0.33421815320792503), BrainBitSignalData(PackNum=539, Marker=0, O1=0.4, O2=0.25071358748778105, T3=0.10475550151395942, T4=0.3308612164127506)]"
"[BrainBitSignalData(PackNum=540, Marker=0, O1=0.4, O2=0.251739360560761, T3=0.10493326657606752, T4=0.33197930524759794), BrainBitSignalData(PackNum=540, Marker=0, O1=0.4, O2=0.25295243544810814, T3=0.10510111341582624, T4=0.3334521612664807)]"
"[BrainBitSignalData(PackNum=541, Marker=0, O1=0.4, O2=0.25305733972295735, T3=0.1050442743723625, T4=0.3339370097513292), BrainBitSignalData(PackNum=541, Marker=0, O1=0.4, O2=0.251088954056696, T3=0.10481615525832678, T4=0.3318045919462127)]"
"[BrainBitSignalData(PackNum=542, Marker=0, O1=0.4, O2=0.2520685692487423, T3=0.10495729919176025, T4=0.33284867558353004), BrainBitSignalData(PackNum=542, Marker=0, O1=0.4, O2=0.2537161385690103, T3=0.10517130391245262, T4=0.33472932312900844)]"
"[BrainBitSignalData(PackNum=543, Marker=0, O1=0.4, O2=0.25199303817085095, T3=0.10487452018215197, T4=0.33275368953103024), BrainBitSignalData(PackNum=543, Marker=0, O1=0.4, O2=0.25139641894952675, T3=0.10486536489998331, T4=0.3318835562549174)]"
"[BrainBitSignalData(PackNum=544, Marker=0, O1=0.4, O2=0.25239243735545863, T3=0.10499010561953127, T4=0.3329699830722648), BrainBitSignalData(PackNum=544, Marker=0, O1=0.4, O2=0.25407510192403976, T3=0.10519800681877786, T4=0.33497117516629715)]"
"[BrainBitSignalData(PackNum=545, Marker=0, O1=0.4, O2=0.2512407791526596, T3=0.10478411177073647, T4=0.3317050282526286), BrainBitSignalData(PackNum=545, Marker=0, O1=0.4, O2=0.2518301504422669, T3=0.10493746274706149, T4=0.33221505376344085)]"
"[BrainBitSignalData(PackNum=546, Marker=0, O1=0.4, O2=0.2528753784898553, T3=0.10506487375724198, T4=0.3333949407529266), BrainBitSignalData(PackNum=546, Marker=0, O1=0.4, O2=0.25387330424623894, T3=0.10515032305748277, T4=0.33466866938464107)]"
"[BrainBitSignalData(PackNum=547, Marker=0, O1=0.4, O2=0.25096650215769023, T3=0.10477953412965214, T4=0.3313037217175691), BrainBitSignalData(PackNum=547, Marker=0, O1=0.4, O2=0.2521246453520254, T3=0.1049733209355554, T4=0.3325148892544644)]"
"[BrainBitSignalData(PackNum=548, Marker=0, O1=0.4, O2=0.2531252413990416, T3=0.10509386548410939, T4=0.33363946308084785), BrainBitSignalData(PackNum=548, Marker=0, O1=0.4, O2=0.25261407147795817, T3=0.10497675416636865, T4=0.33311951934768613)]"
"[BrainBitSignalData(PackNum=549, Marker=0, O1=0.4, O2=0.25169511003027917, T3=0.10489778985766397, T4=0.3320094413847364), BrainBitSignalData(PackNum=549, Marker=0, O1=0.4, O2=0.2524282955439525, T3=0.10500269413251317, T4=0.332778866556994)]"
"[BrainBitSignalData(PackNum=550, Marker=0, O1=0.4, O2=0.2544924302028944, T3=0.1052830746489283, T4=0.3351588584507546), BrainBitSignalData(PackNum=550, Marker=0, O1=0.4, O2=0.2523870967741936, T3=0.1049161004220013, T4=0.33285516057506614)]"
"[BrainBitSignalData(PackNum=551, Marker=0, O1=0.4, O2=0.25087990844717833, T3=0.10483103259185085, T4=0.3309943494742865), BrainBitSignalData(PackNum=551, Marker=0, O1=0.4, O2=0.25233636125217557, T3=0.10503702644064564, T4=0.3325984312042534)]"
"[BrainBitSignalData(PackNum=552, Marker=0, O1=0.4, O2=0.2541819135493408, T3=0.1052453091099826, T4=0.3347518298643397), BrainBitSignalData(PackNum=552, Marker=0, O1=0.4, O2=0.25131363993991845, T3=0.10482149583959183, T4=0.3315047564551892)]"
"[BrainBitSignalData(PackNum=553, Marker=0, O1=0.4, O2=0.25186371981021866, T3=0.10496874329447108, T4=0.33209374627470617), BrainBitSignalData(PackNum=553, Marker=0, O1=0.4, O2=0.2529409913453973, T3=0.10511179457835634, T4=0.333307584102234)]"
"[BrainBitSignalData(PackNum=554, Marker=0, O1=0.4, O2=0.2539263285887991, T3=0.10518389242543452, T4=0.33449891519443054), BrainBitSignalData(PackNum=554, Marker=0, O1=0.4, O2=0.25108552082588276, T3=0.10482836230121832, T4=0.33119729156235844)]"
"[BrainBitSignalData(PackNum=555, Marker=0, O1=0.4, O2=0.25209450921488685, T3=0.10501299382495291, T4=0.3322993586534106), BrainBitSignalData(PackNum=555, Marker=0, O1=0.4, O2=0.2534765753522638, T3=0.10520639916076581, T4=0.3338775004172329)]"
"[BrainBitSignalData(PackNum=556, Marker=0, O1=0.4, O2=0.2530729799966621, T3=0.10508242138139856, T4=0.33347123477099877), BrainBitSignalData(PackNum=556, Marker=0, O1=0.4, O2=0.25129151467467753, T3=0.1049023674987483, T4=0.3313357652051594)]"
"[BrainBitSignalData(PackNum=557, Marker=0, O1=0.4, O2=0.25226845957609134, T3=0.10505381112462152, T4=0.33246072050163317), BrainBitSignalData(PackNum=557, Marker=0, O1=0.4, O2=0.254086927496841, T3=0.10528841523019336, T4=0.3345774980330449)]"
"[BrainBitSignalData(PackNum=558, Marker=0, O1=0.4, O2=0.2520636101375677, T3=0.10494661802923015, T4=0.3322966883627781), BrainBitSignalData(PackNum=558, Marker=0, O1=0.4, O2=0.25166764418377324, T3=0.10496836182438071, T4=0.3317363088000382)]"
"[BrainBitSignalData(PackNum=559, Marker=0, O1=0.4, O2=0.25256676918675347, T3=0.10508852490284434, T4=0.332759793052476), BrainBitSignalData(PackNum=559, Marker=0, O1=0.4, O2=0.2549150990630141, T3=0.10538149393224137, T4=0.33552278091695875)]"
"[BrainBitSignalData(PackNum=560, Marker=0, O1=0.4, O2=0.25113396752735856, T3=0.10482111436950146, T4=0.3311801254082922), BrainBitSignalData(PackNum=560, Marker=0, O1=0.4, O2=0.2516356006961829, T3=0.10498743532889875, T4=0.33160355720859264)]"
"[BrainBitSignalData(PackNum=561, Marker=0, O1=0.4, O2=0.2528067138735904, T3=0.1051365901342298, T4=0.3329749421834394), BrainBitSignalData(PackNum=561, Marker=0, O1=0.4, O2=0.25312867462985483, T3=0.105144219536037, T4=0.3334189733686193)]"
"[BrainBitSignalData(PackNum=562, Marker=0, O1=0.4, O2=0.2518507498271464, T3=0.10499811649142884, T4=0.3319068259304294), BrainBitSignalData(PackNum=562, Marker=0, O1=0.4, O2=0.25251794101518726, T3=0.10509462842429011, T4=0.33264153732446416)]"
"[BrainBitSignalData(PackNum=563, Marker=0, O1=0.4, O2=0.2537378823641609, T3=0.10526400114441027, T4=0.3340876904370217), BrainBitSignalData(PackNum=563, Marker=0, O1=0.4, O2=0.25295548720883104, T3=0.10509691724483228, T4=0.3332942326490714)]"
"[BrainBitSignalData(PackNum=564, Marker=0, O1=0.4, O2=0.2514292253772978, T3=0.10495729919176025, T4=0.33138764513744845), BrainBitSignalData(PackNum=564, Marker=0, O1=0.4, O2=0.25253396275898243, T3=0.10511141310826598, T4=0.3325904203323558)]"
"[BrainBitSignalData(PackNum=565, Marker=0, O1=0.4, O2=0.25476022220632766, T3=0.1054017118470305, T4=0.3352168419044894), BrainBitSignalData(PackNum=565, Marker=0, O1=0.4, O2=0.2521795770450373, T3=0.10496759888419999, T4=0.332398159406814)]"
"[BrainBitSignalData(PackNum=566, Marker=0, O1=0.4, O2=0.25126786352907515, T3=0.10495272155067592, T4=0.3311812698185633), BrainBitSignalData(PackNum=566, Marker=0, O1=0.4, O2=0.2527124907612713, T3=0.10516138569010323, T4=0.33281243592494575)]"
"[BrainBitSignalData(PackNum=567, Marker=0, O1=0.4, O2=0.2543165724912381, T3=0.10533876928212098, T4=0.3347529742746108), BrainBitSignalData(PackNum=567, Marker=0, O1=0.4, O2=0.25130295877738834, T3=0.10491457454163984, T4=0.33132775433326184)]"
"[BrainBitSignalData(PackNum=568, Marker=0, O1=0.4, O2=0.2521662255918747, T3=0.10509348401401902, T4=0.33221352788307945), BrainBitSignalData(PackNum=568, Marker=0, O1=0.4, O2=0.2532862217771738, T3=0.10523920558853683, T4=0.33348763798488423)]"
"[BrainBitSignalData(PackNum=569, Marker=0, O1=0.4, O2=0.25384889016045586, T3=0.10525827909305487, T4=0.33422425672937084), BrainBitSignalData(PackNum=569, Marker=0, O1=0.4, O2=0.25123314975085237, T3=0.10494471067877835, T4=0.33116334072431636)]"
"[BrainBitSignalData(PackNum=570, Marker=0, O1=0.4, O2=0.2523623012183201, T3=0.10513811601459123, T4=0.33238137472283813), BrainBitSignalData(PackNum=570, Marker=0, O1=0.4, O2=0.2536726509787092, T3=0.10531473666642825, T4=0.33387330424623896)]"
"[BrainBitSignalData(PackNum=571, Marker=0, O1=0.4, O2=0.25285363469470473, T3=0.10515223040793457, T4=0.3330169038933791), BrainBitSignalData(PackNum=571, Marker=0, O1=0.4, O2=0.2519278067853992, T3=0.10508165844121785, T4=0.3319178885630499)]"
"[BrainBitSignalData(PackNum=572, Marker=0, O1=0.4, O2=0.2526052976658799, T3=0.10517778890398875, T4=0.33267548816250625), BrainBitSignalData(PackNum=572, Marker=0, O1=0.4, O2=0.25529542474310374, T3=0.10553904107956036, T4=0.33578675821948833)]"
"[BrainBitSignalData(PackNum=573, Marker=0, O1=0.4, O2=0.2526052976658799, T3=0.10506601816751306, T4=0.3328635529170541), BrainBitSignalData(PackNum=573, Marker=0, O1=0.4, O2=0.2508005626683833, T3=0.10495462890112772, T4=0.33065598550413655)]"
"[BrainBitSignalData(PackNum=574, Marker=0, O1=0.4, O2=0.2526613737691629, T3=0.10522738001573564, T4=0.3327674224542832), BrainBitSignalData(PackNum=574, Marker=0, O1=0.4, O2=0.2544012588512982, T3=0.10542116682163889, T4=0.33481286507879743)]"
"[BrainBitSignalData(PackNum=575, Marker=0, O1=0.4, O2=0.2514509691724483, T3=0.1050091791240493, T4=0.33141701833440623), BrainBitSignalData(PackNum=575, Marker=0, O1=0.4, O2=0.2522757075078082, T3=0.10518618124597669, T4=0.33230546217485635)]"
"[BrainBitSignalData(PackNum=576, Marker=0, O1=0.4, O2=0.2531263858093126, T3=0.10530405550389815, T4=0.33328278854636056), BrainBitSignalData(PackNum=576, Marker=0, O1=0.4, O2=0.25327897384545695, T3=0.10528193023865723, T4=0.3334685644803662)]"
"[BrainBitSignalData(PackNum=577, Marker=0, O1=0.4, O2=0.2520983239157905, T3=0.1051423121855852, T4=0.3320517845647665), BrainBitSignalData(PackNum=577, Marker=0, O1=0.4, O2=0.25269990224828937, T3=0.10523195765681997, T4=0.33274873041985553)]"
"[BrainBitSignalData(PackNum=578, Marker=0, O1=0.4, O2=0.25400185966669053, T3=0.10540705242829555, T4=0.3342940657559068), BrainBitSignalData(PackNum=578, Marker=0, O1=0.4, O2=0.25290780344753594, T3=0.10518732565624776, T4=0.3330916720310898)]"
"[BrainBitSignalData(PackNum=579, Marker=0, O1=0.4, O2=0.25171876117588154, T3=0.10508776196266362, T4=0.3315982166273276), BrainBitSignalData(PackNum=579, Marker=0, O1=0.4, O2=0.25268655079512675, T3=0.10521860620365735, T4=0.3326964690174761)]"
"[BrainBitSignalData(PackNum=580, Marker=0, O1=0.4, O2=0.2544905228524426, T3=0.10544901413823522, T4=0.33484567150656847), BrainBitSignalData(PackNum=580, Marker=0, O1=0.4, O2=0.25194535440955584, T3=0.10506296640679016, T4=0.331975109076604)]"
"[BrainBitSignalData(PackNum=581, Marker=0, O1=0.4, O2=0.2520834465822664, T3=0.10515451922847674, T4=0.332003719333381), BrainBitSignalData(PackNum=581, Marker=0, O1=0.4, O2=0.2530577211930477, T3=0.10527773406766326, T4=0.3331145602365115)]"
"[BrainBitSignalData(PackNum=582, Marker=0, O1=0.4, O2=0.2544115585437379, T3=0.10542154829172926, T4=0.33478044012111674), BrainBitSignalData(PackNum=582, Marker=0, O1=0.4, O2=0.2515028491047374, T3=0.10502253057721193, T4=0.3314128221634123)]"
"[BrainBitSignalData(PackNum=583, Marker=0, O1=0.4, O2=0.25250191927139215, T3=0.10520258445986219, T4=0.33243592494575974), BrainBitSignalData(PackNum=583, Marker=0, O1=0.4, O2=0.2536230598669623, T3=0.10534410986338602, T4=0.33372491238108865)]"
"[BrainBitSignalData(PackNum=584, Marker=0, O1=0.4, O2=0.2537703073218415, T3=0.10530634432444032, T4=0.3340041484872327), BrainBitSignalData(PackNum=584, Marker=0, O1=0.4, O2=0.2515173449681711, T3=0.10505037789380826, T4=0.33132660992299073)]"
"[BrainBitSignalData(PackNum=585, Marker=0, O1=0.4, O2=0.25271477958181343, T3=0.10523119471663925, T4=0.3326209379395847), BrainBitSignalData(PackNum=585, Marker=0, O1=0.4, O2=0.25428529194382854, T3=0.10543833297570512, T4=0.3344428390911475)]"
"[BrainBitSignalData(PackNum=586, Marker=0, O1=0.4, O2=0.2528799561309396, T3=0.10517969625444056, T4=0.33292268078106), BrainBitSignalData(PackNum=586, Marker=0, O1=0.4, O2=0.25186524569058005, T3=0.10512819779224185, T4=0.3316474262689841)]"
"[BrainBitSignalData(PackNum=587, Marker=0, O1=0.4, O2=0.25292916577259617, T3=0.10528193023865723, T4=0.3328177765062108), BrainBitSignalData(PackNum=587, Marker=0, O1=0.4, O2=0.25476479984741196, T3=0.10551386405359656, T4=0.3349696492859357)]"
"[BrainBitSignalData(PackNum=588, Marker=0, O1=0.4, O2=0.252003719333381, T3=0.1050995875354648, T4=0.3318724936222969), BrainBitSignalData(PackNum=588, Marker=0, O1=0.4, O2=0.2522284052166035, T3=0.1052151729728441, T4=0.33204911427413397)]"
"[BrainBitSignalData(PackNum=589, Marker=0, O1=0.4, O2=0.25324006389624015, T3=0.10534716162410891, T4=0.3331900913144029), BrainBitSignalData(PackNum=589, Marker=0, O1=0.4, O2=0.25450501871587633, T3=0.10546694323248218, T4=0.3347205493169301)]"
